x y z density
0.144434 0.354095 0.501471 0.995884
0.202838 0.428970 0.368193 0.891146
0.424620 0.271640 0.303740 0.842477
0.189714 0.417192 0.393094 0.919365
0.222888 0.346974 0.430139 0.800978
0.270187 0.457153 0.272660 0.733651
0.263632 0.501536 0.234832 0.829216
0.325477 0.368894 0.305629 0.583433
0.326538 0.391455 0.282007 0.613133
0.267218 0.435050 0.297732 0.715968
0.406290 0.261995 0.331715 0.877685
0.271361 0.509957 0.218682 0.869869
0.501028 0.279511 0.219461 0.914817
0.234188 0.383948 0.381865 0.770161
0.170365 0.449138 0.380497 0.992595
0.470906 0.246251 0.282842 0.912860
0.463307 0.219302 0.317391 0.998424
0.365287 0.319624 0.315089 0.688315
0.182104 0.428476 0.389420 0.947641
0.299165 0.320983 0.379852 0.716418
0.211890 0.466564 0.321546 0.898764
0.357491 0.271153 0.371356 0.862911
0.335496 0.431738 0.232766 0.815792
0.361681 0.340612 0.297707 0.644405
0.234527 0.452918 0.312555 0.827222
0.274486 0.272146 0.453368 0.919824
0.495174 0.282113 0.222712 0.905272
0.219309 0.490377 0.290314 0.902038
0.308237 0.345466 0.346297 0.615801
0.325266 0.428593 0.246141 0.770925
0.298328 0.387914 0.313758 0.597811
0.432934 0.344729 0.222337 0.873846
0.354482 0.295282 0.350236 0.771713
0.325736 0.451100 0.223164 0.848416
0.282273 0.512275 0.205452 0.904307
0.370526 0.367640 0.261835 0.723549
0.212218 0.491722 0.296059 0.919868
0.360237 0.283431 0.356331 0.814173
0.341681 0.373927 0.284393 0.630261
0.326199 0.367242 0.306558 0.582416
0.195056 0.312278 0.492666 0.879789
0.475911 0.264164 0.259925 0.867561
0.232515 0.328571 0.438914 0.794142
0.322584 0.316007 0.361409 0.712016
0.293929 0.455285 0.250787 0.761927
0.409226 0.369080 0.221694 0.864607
0.305258 0.370631 0.324111 0.581579
0.426231 0.289269 0.284501 0.794378
0.190050 0.383652 0.426298 0.899392
0.358623 0.317032 0.324345 0.694656
0.367943 0.246422 0.385635 0.952135
0.348727 0.286111 0.365162 0.809608
0.255167 0.383845 0.360988 0.703885
0.306191 0.455463 0.238346 0.801993
0.311997 0.264208 0.423795 0.920939
0.355868 0.412076 0.232056 0.817725
0.225399 0.404629 0.369972 0.808137
0.281922 0.399517 0.318561 0.615354
0.367362 0.393730 0.238908 0.796240
0.196711 0.466323 0.336966 0.937195
0.440726 0.296160 0.263114 0.801019
0.404074 0.397112 0.198814 0.931966
0.366260 0.407445 0.226295 0.837829
0.348458 0.258692 0.392849 0.916788
0.264193 0.470264 0.265543 0.773341
0.304201 0.305776 0.390022 0.768302
0.284104 0.326556 0.389340 0.715613
0.294798 0.415141 0.290061 0.642122
0.315869 0.301735 0.382396 0.772629
0.229793 0.387854 0.382353 0.785321
0.317559 0.441933 0.240508 0.792093
0.199878 0.389411 0.410711 0.874727
0.193077 0.331410 0.475513 0.876439
0.343241 0.374091 0.282668 0.638585
0.340555 0.413984 0.245461 0.771629
0.356065 0.349983 0.293953 0.631104
0.231638 0.477359 0.291003 0.860346
0.383452 0.327409 0.289139 0.692200
0.350432 0.412762 0.236806 0.801438
0.227495 0.506242 0.266263 0.897547
0.358060 0.422188 0.219752 0.858540
0.280644 0.314957 0.404399 0.760718
0.241205 0.434888 0.323907 0.789582
0.414214 0.297587 0.288200 0.769414
0.542983 0.269116 0.187901 0.997026
0.281473 0.434369 0.284158 0.679133
0.250613 0.345661 0.403726 0.730133
0.276061 0.442178 0.281762 0.694923
0.168351 0.364528 0.467121 0.946380
0.300707 0.357266 0.342027 0.581302
0.313278 0.336017 0.350705 0.646567
0.341286 0.407476 0.251237 0.751215
0.266113 0.384355 0.349531 0.667525
0.300007 0.460871 0.239121 0.800948
0.387977 0.351591 0.260432 0.740220
0.333644 0.414026 0.252330 0.747654
0.229710 0.563810 0.206480 0.938456
0.370997 0.329416 0.299587 0.670899
0.294632 0.445288 0.260079 0.723049
0.236136 0.473313 0.290551 0.845281
0.321003 0.361439 0.317558 0.576775
0.172527 0.390867 0.436606 0.949704
0.361278 0.386825 0.251897 0.751466
0.344050 0.302125 0.353825 0.750658
0.356198 0.364663 0.279138 0.662061
0.294258 0.359246 0.346496 0.586201
0.344559 0.318794 0.336647 0.690086
0.435973 0.235556 0.328471 0.957998
0.206441 0.379951 0.413608 0.851761
0.212578 0.418520 0.368902 0.855684
0.352685 0.412059 0.235256 0.806777
0.308475 0.478040 0.213484 0.879914
0.358469 0.402034 0.239497 0.792815
0.287824 0.379494 0.332682 0.593750
0.304135 0.364375 0.331490 0.579434
0.269619 0.400556 0.329825 0.665934
0.430758 0.308061 0.261181 0.786460
0.301281 0.384405 0.314314 0.593620
0.298027 0.281404 0.420570 0.867446
0.436265 0.249310 0.314425 0.912213
0.391239 0.282257 0.326504 0.810047
0.366252 0.357687 0.276062 0.680098
0.330703 0.375771 0.293526 0.593782
0.438064 0.284846 0.277089 0.810124
0.382401 0.280676 0.336922 0.817149
0.370562 0.263915 0.365523 0.884036
0.314872 0.458869 0.226260 0.839862
0.297066 0.477773 0.225161 0.846248
0.444583 0.262711 0.292706 0.868409
0.352871 0.357804 0.289325 0.631610
0.232205 0.421777 0.346018 0.801717
0.182878 0.308952 0.508170 0.901943
0.287809 0.455788 0.256403 0.739092
0.296653 0.309346 0.394001 0.762719
0.464241 0.314409 0.221350 0.892480
0.314105 0.265432 0.420464 0.914804
0.218311 0.487556 0.294132 0.901871
0.400643 0.373850 0.225507 0.849583
0.279834 0.393003 0.327163 0.608597
0.432122 0.368669 0.199210 0.938886
0.276826 0.390608 0.332566 0.623841
0.540168 0.268543 0.191288 0.988914
0.352070 0.346709 0.301221 0.619931
0.405102 0.400451 0.194446 0.945286
0.349161 0.334209 0.316630 0.641830
0.360509 0.339840 0.299651 0.642741
0.355039 0.406510 0.238451 0.796047
0.188708 0.477704 0.333588 0.965941
0.205768 0.467236 0.326996 0.914884
0.515987 0.230385 0.253628 0.945932
0.350137 0.286028 0.363835 0.809149
0.352216 0.310464 0.337319 0.717176
0.410173 0.303579 0.286248 0.754905
0.383267 0.298185 0.318548 0.756967
0.311472 0.397128 0.291400 0.614063
0.216281 0.436636 0.347083 0.860077
0.486346 0.258885 0.254769 0.880942
0.301394 0.424369 0.274238 0.663800
0.209723 0.293740 0.496536 0.900261
0.320342 0.369908 0.309750 0.582128
0.288801 0.390648 0.320551 0.602626
0.343486 0.271211 0.385303 0.871236
0.237957 0.449117 0.312926 0.814101
0.338361 0.307116 0.354524 0.734879
0.581412 0.207541 0.211047 0.983263
0.355629 0.380972 0.263399 0.711245
0.315724 0.276349 0.407927 0.871869
0.205244 0.571432 0.223323 0.989015
0.246673 0.478220 0.275106 0.825663
0.382419 0.250195 0.367386 0.930120
0.309426 0.403685 0.286889 0.624953
0.266115 0.342057 0.391828 0.700553
0.480530 0.320218 0.199252 0.954526
0.212092 0.445071 0.342837 0.878979
0.257616 0.415595 0.326789 0.721050
0.254013 0.443767 0.302220 0.765332
0.313718 0.365589 0.320692 0.578017
0.223030 0.421655 0.355315 0.828053
0.263154 0.413036 0.323810 0.701050
0.315405 0.349598 0.334997 0.575177
0.210970 0.601120 0.187910 0.993540
0.341471 0.404413 0.254116 0.740974
0.243348 0.398700 0.357951 0.749519
0.373291 0.428708 0.198000 0.928392
0.449962 0.312411 0.237628 0.845637
0.205411 0.454277 0.340312 0.904765
0.279458 0.348001 0.372541 0.657648
0.344064 0.464561 0.191375 0.944512
0.482093 0.235758 0.282149 0.940539
0.299844 0.359259 0.340897 0.581583
0.260012 0.333469 0.406520 0.732880
0.415415 0.365455 0.219130 0.874806
0.341863 0.394094 0.264043 0.705394
0.265203 0.333859 0.400939 0.722529
0.257083 0.360494 0.382422 0.698817
0.233919 0.577011 0.189070 0.947106
0.385919 0.252769 0.361312 0.918814
0.354759 0.328600 0.316641 0.659515
0.238441 0.573886 0.187673 0.948402
0.243411 0.422914 0.333675 0.770564
0.290030 0.398075 0.311896 0.611869
0.321768 0.428725 0.249506 0.759534
0.247095 0.419044 0.333860 0.755900
0.225931 0.433449 0.340620 0.830406
0.302705 0.244781 0.452514 0.996644
0.311999 0.347928 0.340073 0.598985
0.266264 0.321593 0.412143 0.757059
0.303686 0.373910 0.322403 0.583927
0.150117 0.320375 0.529509 0.966971
0.295164 0.283570 0.421266 0.861810
0.362282 0.420137 0.217581 0.865865
0.289865 0.346612 0.363523 0.640520
0.341682 0.308947 0.349371 0.726349
0.177929 0.453935 0.368136 0.976402
0.360955 0.256844 0.382201 0.916335
0.302837 0.282155 0.415008 0.860425
0.305341 0.314262 0.380397 0.734730
0.210187 0.438359 0.351454 0.878345
0.296113 0.490612 0.213276 0.881621
0.272893 0.371834 0.355273 0.641708
0.325622 0.339628 0.334749 0.624443
0.345903 0.391562 0.262534 0.711473
0.334316 0.401026 0.264658 0.702340
0.354867 0.261187 0.383946 0.903148
0.351368 0.363633 0.284999 0.640239
0.220848 0.442104 0.337048 0.852578
0.349930 0.328013 0.322056 0.659869
0.490551 0.218389 0.291060 0.988639
0.337154 0.357288 0.305558 0.582583
0.390077 0.352772 0.257151 0.750651
0.323180 0.368948 0.307873 0.582413
0.342981 0.400851 0.256168 0.733718
0.266855 0.466160 0.266985 0.759786
0.253195 0.381313 0.365492 0.709364
0.294904 0.362905 0.342191 0.584938
0.332852 0.473916 0.193232 0.938290
0.329544 0.333743 0.336713 0.643661
0.223645 0.304980 0.471375 0.857758
0.363269 0.400866 0.235865 0.805664
0.378815 0.273513 0.347671 0.844381
0.348337 0.375662 0.276001 0.665718
0.404777 0.309009 0.286215 0.740984
0.371993 0.390899 0.237108 0.803245
0.334891 0.416831 0.248278 0.762057
0.206067 0.321521 0.472412 0.852467
0.381176 0.441456 0.177368 0.989918
0.318787 0.337991 0.343222 0.634711
0.385103 0.388492 0.226405 0.841376
0.404898 0.299713 0.295389 0.758997
0.224995 0.362833 0.412172 0.793526
0.248366 0.453386 0.298247 0.792064
0.177143 0.475500 0.347357 0.993155
0.283048 0.402539 0.314414 0.619304
0.240721 0.352776 0.406504 0.750296
0.237894 0.406104 0.356001 0.771588
0.272090 0.367235 0.360675 0.647059
0.213558 0.389917 0.396525 0.835239
0.356316 0.365454 0.278230 0.664778
0.204560 0.321848 0.473593 0.855066
0.366497 0.350683 0.282820 0.665322
0.236341 0.576306 0.187353 0.949357
0.354737 0.332942 0.312321 0.648187
0.249852 0.372009 0.378139 0.718406
0.215106 0.349072 0.435821 0.821277
0.310012 0.405778 0.284210 0.629193
0.354119 0.244288 0.401593 0.968330
0.367745 0.242444 0.389811 0.967270
0.269265 0.511956 0.218779 0.870052
0.210363 0.384894 0.404743 0.842393
0.205395 0.522219 0.272386 0.958662
0.329833 0.381054 0.289113 0.599848
0.344893 0.286915 0.368192 0.808715
0.266028 0.381774 0.352198 0.666909
0.293773 0.406300 0.299928 0.625219
0.329192 0.384215 0.286593 0.603812
0.341761 0.421342 0.236897 0.801272
0.347343 0.358366 0.294291 0.607487
0.384570 0.337651 0.277779 0.699778
0.242916 0.459148 0.297936 0.812758
0.337640 0.256707 0.405653 0.931482
0.393882 0.372465 0.233653 0.821827
0.273854 0.395677 0.330469 0.644195
0.245809 0.432557 0.321635 0.774251
0.368254 0.254667 0.377078 0.920581
0.443864 0.359860 0.196275 0.950884
0.411300 0.365688 0.223012 0.861577
0.508007 0.263847 0.228145 0.903677
0.326988 0.461753 0.211260 0.885495
0.372708 0.393062 0.234230 0.812856
0.428232 0.358688 0.213079 0.897710
0.244610 0.485356 0.270034 0.838455
0.423676 0.336442 0.239883 0.821352
0.216933 0.394155 0.388912 0.827305
0.333004 0.398274 0.268722 0.686790
0.317530 0.401469 0.281001 0.624955
0.291145 0.459534 0.249321 0.768129
0.353819 0.321658 0.324523 0.679772
0.256030 0.341269 0.402701 0.724056
0.353657 0.271719 0.374625 0.862887
0.226529 0.604563 0.168908 0.985613
0.182177 0.403394 0.414429 0.931411
0.325247 0.327833 0.346920 0.666771
0.218887 0.389561 0.391552 0.819193
0.171344 0.404882 0.423774 0.960992
0.357813 0.357324 0.284863 0.649096
0.359891 0.360970 0.279139 0.665692
0.320328 0.389970 0.289703 0.606677
0.469209 0.320940 0.209850 0.923498
0.358163 0.314666 0.327170 0.702230
0.357032 0.368985 0.273982 0.677992
0.300000 0.259765 0.440235 0.945623
0.249398 0.415566 0.335036 0.745579
0.416033 0.318014 0.265954 0.760777
0.280651 0.262189 0.457161 0.949904
0.218978 0.468659 0.312363 0.882828
0.324261 0.393488 0.282251 0.614942
0.458627 0.334137 0.207236 0.926104
0.430184 0.352483 0.217333 0.886469
0.404780 0.295152 0.300068 0.770604
0.433100 0.369751 0.197149 0.945092
0.352335 0.305353 0.342313 0.735346
0.333017 0.252469 0.414514 0.950602
0.460988 0.259412 0.279600 0.876878
0.255268 0.437341 0.307391 0.753820
0.307599 0.327145 0.365256 0.684404
0.165972 0.329448 0.504580 0.936953
0.405257 0.371174 0.223570 0.857334
0.307495 0.327375 0.365131 0.683676
0.337414 0.372460 0.290125 0.595480
0.327067 0.345861 0.327072 0.597668
0.465319 0.322322 0.212359 0.915490
0.242215 0.400575 0.357210 0.754319
0.357810 0.289823 0.352366 0.790922
0.243165 0.440078 0.316758 0.790053
0.336357 0.283798 0.379845 0.826599
0.238918 0.576962 0.184120 0.955706
0.376881 0.271824 0.351295 0.851366
0.376804 0.265687 0.357509 0.874453
0.227283 0.339756 0.432961 0.793158
0.247293 0.310674 0.442032 0.815422
0.335883 0.286073 0.378044 0.817973
0.364241 0.374197 0.261561 0.720953
0.236712 0.338050 0.425238 0.772455
0.319556 0.314825 0.365619 0.718960
0.260285 0.368293 0.371422 0.685691
0.352618 0.433741 0.213642 0.877947
0.344810 0.383473 0.271717 0.678731
0.471415 0.271848 0.256737 0.853285
0.200060 0.523518 0.276422 0.971198
0.319233 0.411744 0.269023 0.684344
0.282611 0.352918 0.364470 0.637446
0.152000 0.316827 0.531173 0.961648
0.363430 0.362658 0.273912 0.683210
0.444634 0.345244 0.210122 0.912743
0.207154 0.383666 0.409180 0.851218
0.446375 0.224668 0.328957 0.989385
0.375821 0.335079 0.289100 0.675351
0.304463 0.341561 0.353976 0.635774
0.262219 0.271270 0.466511 0.931483
0.395977 0.364656 0.239367 0.805501
0.296875 0.324733 0.378392 0.705431
0.309193 0.379276 0.311531 0.588404
0.329443 0.472044 0.198513 0.923114
0.269743 0.416222 0.314036 0.682616
0.407605 0.303280 0.289116 0.753163
0.253041 0.386607 0.360352 0.711915
0.273021 0.325231 0.401748 0.735765
0.322406 0.409779 0.267815 0.689627
0.234411 0.310658 0.454931 0.830660
0.317831 0.345347 0.336822 0.606066
0.343016 0.399706 0.257277 0.729768
0.338146 0.374971 0.286883 0.612056
0.218917 0.443646 0.337437 0.859257
0.270699 0.436358 0.292944 0.705385
0.257100 0.403083 0.339817 0.710168
0.485764 0.283086 0.231150 0.883617
0.251512 0.288187 0.460301 0.883356
0.321193 0.392077 0.286730 0.610589
0.217328 0.388584 0.394088 0.823409
0.398046 0.319694 0.282260 0.721871
0.239496 0.270394 0.490110 0.948989
0.320906 0.355347 0.323747 0.574701
0.368867 0.386616 0.244517 0.778059
0.351892 0.301048 0.347061 0.751242
0.306092 0.382385 0.311522 0.591457
0.406800 0.365537 0.227662 0.845754
0.360780 0.422580 0.216640 0.868785
0.366199 0.333803 0.299998 0.658421
0.230795 0.465164 0.304041 0.849781
0.217823 0.480379 0.301798 0.896562
0.368871 0.395151 0.235978 0.806261
0.558105 0.234411 0.207484 0.960358
0.367349 0.370573 0.262078 0.720958
0.256134 0.476312 0.267553 0.801229
0.317495 0.363448 0.319057 0.577170
0.359084 0.371190 0.269725 0.692466
0.212658 0.316616 0.470726 0.846847
0.316401 0.328537 0.355062 0.670864
0.271008 0.393372 0.335620 0.654594
0.190628 0.451180 0.358191 0.941249
0.172907 0.447286 0.379807 0.984792
0.282461 0.253643 0.463896 0.977800
0.260461 0.306875 0.432664 0.812459
0.299687 0.416814 0.283499 0.647045
0.278284 0.397214 0.324503 0.613794
0.383945 0.303272 0.312782 0.741287
0.271000 0.375259 0.353741 0.648115
0.436734 0.355782 0.207484 0.916957
0.360976 0.403831 0.235193 0.807616
0.385750 0.301812 0.312438 0.746076
0.168714 0.416809 0.414477 0.975301
0.234203 0.395617 0.370180 0.775750
0.267713 0.369453 0.362834 0.661042
0.233216 0.512136 0.254647 0.890414
0.281959 0.421368 0.296674 0.652183
0.325018 0.377264 0.297718 0.591782
0.319439 0.320866 0.359695 0.696429
0.250777 0.310914 0.438309 0.810576
0.373254 0.291168 0.335578 0.781399
0.447452 0.330673 0.221874 0.882520
0.310659 0.306123 0.383218 0.760507
0.299794 0.412417 0.287789 0.638163
0.424767 0.316879 0.258354 0.782265
0.432596 0.303199 0.264205 0.787308
0.345000 0.308897 0.346104 0.725080
0.216479 0.599720 0.183801 0.983134
0.369760 0.288482 0.341758 0.791893
0.378465 0.437510 0.184025 0.970502
0.308272 0.349971 0.341758 0.591016
0.302359 0.394888 0.302754 0.607630
0.403428 0.390448 0.206124 0.909699
0.310390 0.304609 0.385001 0.766625
0.412646 0.352312 0.235042 0.827365
0.249472 0.518698 0.231829 0.864653
0.217975 0.322795 0.459231 0.829285
0.369237 0.428441 0.202322 0.914665
0.210797 0.537038 0.252165 0.957235
0.434034 0.231637 0.334329 0.972044
0.254447 0.307257 0.438296 0.817917
0.304750 0.370377 0.324873 0.581550
0.460383 0.246447 0.293170 0.914709
0.310755 0.515633 0.173612 0.986954
0.254927 0.376728 0.368346 0.702697
0.271020 0.304936 0.424044 0.807403
0.329514 0.337892 0.332594 0.629151
0.373558 0.302776 0.323666 0.741456
0.238336 0.479542 0.282122 0.846701
0.318081 0.348831 0.333088 0.581888
0.285047 0.342645 0.372308 0.661813
0.337555 0.265015 0.397430 0.899486
0.200309 0.290475 0.509216 0.915968
0.339047 0.321321 0.339632 0.683007
0.223100 0.380223 0.396677 0.802728
0.314277 0.498080 0.187644 0.951998
0.298398 0.463629 0.237973 0.805187
0.179516 0.423928 0.396556 0.951515
0.275994 0.438634 0.285372 0.687210
0.365747 0.392258 0.241994 0.785627
0.359749 0.285934 0.354317 0.804855
0.248693 0.278394 0.472912 0.917546
0.303899 0.526884 0.169217 0.996257
0.191195 0.435276 0.373529 0.927868
0.395980 0.304878 0.299141 0.741634
0.382473 0.278608 0.338919 0.824600
0.266548 0.318015 0.415437 0.768205
0.420028 0.235947 0.344026 0.963783
0.441349 0.312704 0.245947 0.821308
0.236902 0.594238 0.168860 0.986928
0.302823 0.364497 0.332680 0.580022
0.252865 0.269020 0.478114 0.945025
0.379380 0.436109 0.184512 0.969270
0.234779 0.398020 0.367201 0.775434
0.295065 0.389467 0.315468 0.599972
0.258168 0.268641 0.473191 0.942855
0.262206 0.417732 0.320063 0.709435
0.358336 0.327771 0.313894 0.663328
0.379835 0.354516 0.265649 0.719584
0.231147 0.479611 0.289242 0.863812
0.361578 0.386614 0.251808 0.751845
0.301236 0.347612 0.351152 0.616799
0.304118 0.468464 0.227419 0.837960
0.450941 0.367066 0.181993 0.992494
0.260332 0.410881 0.328787 0.707605
0.407413 0.277245 0.315342 0.825464
0.325556 0.296306 0.378138 0.785540
0.264822 0.356007 0.379170 0.680005
0.331664 0.337747 0.330589 0.629030
0.218679 0.554963 0.226358 0.953181
0.344893 0.437245 0.217862 0.864369
0.151061 0.290569 0.558370 0.957692
0.196643 0.440707 0.362650 0.917172
0.399776 0.273009 0.327215 0.840760
0.290740 0.293056 0.416204 0.830325
0.402340 0.245341 0.352319 0.938566
0.354662 0.412851 0.232487 0.816213
0.433209 0.387494 0.179297 0.995963
0.243486 0.482900 0.273614 0.838327
0.415852 0.370663 0.213485 0.891638
0.223539 0.444147 0.332314 0.847261
0.313601 0.491449 0.194950 0.932427
0.202356 0.475947 0.321696 0.930696
0.304716 0.296042 0.399242 0.805327
0.421366 0.337867 0.240767 0.817449
0.422743 0.264304 0.312952 0.866155
0.365023 0.259388 0.375588 0.904257
0.165714 0.287057 0.547229 0.947702
0.247635 0.399716 0.352648 0.736971
0.407543 0.386063 0.206394 0.910066
0.199960 0.354547 0.445493 0.862090
0.239786 0.472762 0.287453 0.835878
0.361501 0.251007 0.387492 0.938406
0.276308 0.458443 0.265249 0.731047
0.340519 0.302801 0.356680 0.749971
0.176718 0.453312 0.369970 0.979095
0.333399 0.473236 0.193365 0.937956
0.491960 0.307689 0.200351 0.955366
0.187908 0.284540 0.527552 0.939424
0.221537 0.488707 0.289756 0.895302
0.361267 0.323470 0.315262 0.676143
0.186001 0.435913 0.378086 0.942350
0.372441 0.250175 0.377384 0.935398
0.561892 0.244286 0.193821 0.987814
0.343262 0.321746 0.334992 0.680316
0.279279 0.370715 0.350005 0.612438
0.211426 0.343761 0.444812 0.831355
0.177772 0.400903 0.421325 0.941736
0.375747 0.251043 0.373210 0.930345
0.318571 0.318567 0.362862 0.705722
0.341243 0.353506 0.305251 0.584005
0.443499 0.303299 0.253202 0.811502
0.367795 0.433491 0.198714 0.925493
0.404951 0.400303 0.194746 0.944356
0.308908 0.383070 0.308023 0.592599
0.308250 0.268555 0.423195 0.907448
0.422652 0.325788 0.251560 0.792715
0.335481 0.446241 0.218278 0.863307
0.340049 0.286332 0.373619 0.814080
0.223434 0.425353 0.351213 0.830062
0.473017 0.306488 0.220495 0.898960
0.358302 0.397547 0.244151 0.777007
0.366780 0.343139 0.290082 0.656413
0.291938 0.414234 0.293829 0.639676
0.376160 0.291382 0.332457 0.780166
0.398242 0.310233 0.291524 0.732124
0.358429 0.417330 0.224241 0.843873
0.311913 0.501089 0.186997 0.953483
0.329358 0.419476 0.251167 0.752313
0.233896 0.492603 0.273502 0.870423
0.243862 0.347507 0.408630 0.745410
0.274372 0.368036 0.357593 0.638178
0.197189 0.327119 0.475692 0.867735
0.251913 0.430648 0.317439 0.754993
0.432786 0.385885 0.181329 0.990122
0.228598 0.380990 0.390412 0.786295
0.193541 0.464987 0.341472 0.944251
0.337778 0.381993 0.280229 0.643227
0.277625 0.395690 0.326686 0.615604
0.338708 0.482017 0.179275 0.976998
0.332224 0.492355 0.175422 0.985968
0.226512 0.443842 0.329647 0.838953
0.233277 0.549729 0.216994 0.921675
0.302819 0.317111 0.380070 0.726703
0.377092 0.302814 0.320094 0.741566
0.352447 0.396790 0.250762 0.753556
0.284444 0.408277 0.307280 0.628190
0.292103 0.357109 0.350788 0.589161
0.206189 0.526073 0.267738 0.959584
0.231674 0.409657 0.358668 0.792998
0.355166 0.382360 0.262474 0.714172
0.393549 0.308116 0.298335 0.732545
0.132915 0.314406 0.552679 0.998450
0.267163 0.410131 0.322706 0.684586
0.222813 0.417085 0.360102 0.824950
0.307260 0.362585 0.330155 0.577895
0.249854 0.541790 0.208356 0.901684
0.302850 0.458459 0.238691 0.801659
0.233799 0.346068 0.420133 0.772721
0.248141 0.345210 0.406649 0.736831
0.252048 0.360043 0.387909 0.714067
0.322566 0.408964 0.268470 0.686920
0.551741 0.210131 0.238128 0.986862
0.309630 0.417273 0.273097 0.652386
0.396673 0.266709 0.336618 0.863686
0.356644 0.318130 0.325226 0.691055
0.153736 0.377836 0.468428 0.988471
0.427049 0.323696 0.249255 0.801688
0.320053 0.451208 0.228739 0.831086
0.323898 0.409304 0.266798 0.693800
0.239183 0.523305 0.237512 0.888216
0.224911 0.525741 0.249348 0.919503
0.319787 0.410387 0.269827 0.680885
0.321791 0.376379 0.301830 0.589039
0.299163 0.338886 0.361951 0.652280
0.308578 0.368744 0.322678 0.579988
0.326446 0.458822 0.214733 0.874888
0.300068 0.343229 0.356703 0.635527
0.201135 0.315259 0.483606 0.866984
0.303969 0.419689 0.276342 0.654817
0.262411 0.375475 0.362113 0.678094
0.359568 0.352040 0.288393 0.644915
0.316734 0.288702 0.394565 0.822883
0.253937 0.402687 0.343376 0.719735
0.436988 0.335847 0.227165 0.862975
0.277670 0.332432 0.389897 0.705757
0.183391 0.497653 0.318956 0.992442
0.200527 0.361580 0.437893 0.862280
0.353812 0.310577 0.335611 0.716450
0.225624 0.435055 0.339321 0.832786
0.250319 0.532956 0.216725 0.884292
0.398714 0.278294 0.322991 0.822746
0.333830 0.460914 0.205256 0.903497
0.291558 0.328400 0.380042 0.699093
0.399308 0.273327 0.327365 0.839741
0.295223 0.335330 0.369447 0.670020
0.377179 0.273038 0.349782 0.846722
0.311595 0.460135 0.228270 0.833943
0.222608 0.396417 0.380975 0.811496
0.427236 0.382713 0.190051 0.963826
0.293210 0.380105 0.326685 0.591424
0.378595 0.270085 0.351320 0.857224
0.373179 0.282090 0.344731 0.814425
0.166659 0.301475 0.531866 0.931288
0.339890 0.385624 0.274485 0.666704
0.301096 0.300374 0.398530 0.792218
0.370167 0.401367 0.228466 0.831269
0.359083 0.299581 0.341336 0.754293
0.469638 0.269177 0.261185 0.855911
0.267225 0.324625 0.408150 0.746145
0.223075 0.379166 0.397759 0.802452
0.189676 0.410940 0.399385 0.915473
0.461078 0.291396 0.247526 0.838114
0.297451 0.495112 0.207438 0.898056
0.421115 0.311922 0.266963 0.767549
0.316599 0.404800 0.278601 0.630761
0.282200 0.440663 0.277137 0.693105
0.247178 0.342697 0.410125 0.742292
0.408695 0.328626 0.262679 0.756052
0.373257 0.327034 0.299709 0.677289
0.234625 0.427058 0.338316 0.799811
0.360471 0.284145 0.355384 0.811351
0.404282 0.366727 0.228991 0.840629
0.418979 0.228185 0.352836 0.991352
0.241053 0.439340 0.319607 0.794933
0.272387 0.500540 0.227072 0.846092
0.343566 0.331795 0.324639 0.647582
0.313593 0.405761 0.280646 0.630948
0.330748 0.382220 0.287032 0.602157
0.301909 0.393047 0.305044 0.604800
0.208179 0.322815 0.469006 0.847385
0.386805 0.285650 0.327545 0.798839
0.553626 0.230880 0.215494 0.949136
0.324246 0.312508 0.363246 0.723916
0.271746 0.515158 0.213097 0.884911
0.323888 0.340662 0.335451 0.621446
0.371620 0.359950 0.268430 0.705191
0.277291 0.352515 0.370194 0.651970
0.352851 0.356421 0.290728 0.628695
0.377922 0.408948 0.213131 0.882086
0.377019 0.417814 0.205167 0.906945
0.283273 0.333526 0.383202 0.693519
0.350570 0.376492 0.272938 0.677250
0.257476 0.362417 0.380108 0.696607
0.344361 0.250408 0.405231 0.951154
0.363120 0.299832 0.337048 0.752439
0.275409 0.391905 0.332686 0.633612
0.251311 0.491634 0.257055 0.830548
0.298120 0.385085 0.316795 0.594621
0.264531 0.385874 0.349595 0.673679
0.276786 0.311467 0.411747 0.777770
0.352203 0.296953 0.350844 0.766379
0.283366 0.453015 0.263619 0.721135
0.256354 0.273628 0.470018 0.927714
0.329066 0.375100 0.295834 0.591836
0.387321 0.399463 0.213216 0.883683
0.281086 0.255020 0.463894 0.973970
0.380855 0.410738 0.208407 0.897470
0.348291 0.361384 0.290324 0.620504
0.257721 0.408420 0.333859 0.713220
0.333472 0.444450 0.222078 0.851251
0.154190 0.383061 0.462748 0.990488
0.279245 0.464310 0.256445 0.745035
0.327980 0.475335 0.196685 0.928255
0.177459 0.406023 0.416518 0.945620
0.501858 0.231113 0.267030 0.947838
0.406284 0.286252 0.307464 0.796759
0.263144 0.329112 0.407744 0.739100
0.330151 0.327448 0.342401 0.665347
0.417845 0.383708 0.198448 0.936767
0.348314 0.389918 0.261769 0.714652
0.230683 0.388901 0.380416 0.783064
0.367400 0.446535 0.186065 0.962729
0.528976 0.219684 0.251340 0.970104
0.225070 0.319164 0.455766 0.823322
0.347105 0.280827 0.372068 0.831181
0.296979 0.395095 0.307926 0.607363
0.369553 0.318653 0.311794 0.692713
0.228617 0.319464 0.451918 0.817302
0.302768 0.372407 0.324825 0.583175
0.354518 0.403141 0.242341 0.782735
